,gene_id,abundance
2184,NP_416922.1,5
2185,NP_416426.1,8
2186,NP_417706.1,35
2187,NP_418672.4,124
2188,NP_415589.1,16
2189,NP_418548.1,1
2190,NP_416629.4,2
2191,NP_416882.1,15
2192,NP_418308.1,6
2193,NP_418612.1,31
2194,NP_417215.2,2
2195,NP_415663.1,5
2196,NP_417345.1,0
2197,NP_418323.1,7
2198,NP_415473.1,117
2199,NP_416318.1,2
2200,NP_416232.3,86
2201,NP_417758.1,151
2202,NP_416758.1,6
2203,NP_417726.1,22
2204,NP_416645.1,0
2205,NP_417555.4,0
2206,NP_415798.2,102
2207,NP_416349.2,42
2208,NP_415380.1,4
2209,NP_418063.1,40
2210,NP_417265.1,2
2211,NP_417058.1,46
2212,NP_414717.2,44
2213,NP_415915.1,18
2214,NP_415769.1,67
2215,NP_414911.1,4
2216,NP_416123.1,39
2217,NP_415786.1,165
2218,NP_417530.2,18
2219,NP_415728.1,6
2220,NP_418248.1,12
2221,NP_414955.1,11
2222,NP_417654.1,82
2223,NP_415163.2,2
2224,NP_418294.1,22
2225,NP_418293.2,12
2226,NP_415916.1,0
2227,NP_417430.1,1
2228,NP_416497.1,30
2229,NP_416768.4,3
2230,NP_415441.1,11
2231,NP_414610.1,18
2232,NP_415358.1,1
2233,NP_417894.2,16
2234,NP_414937.2,1
2235,NP_418122.1,1
2236,YP_025302.1,2
2237,NP_417602.4,18
2238,NP_416250.1,1
2239,NP_417595.1,3
2240,NP_417105.1,19
2241,NP_418038.1,46
2242,YP_588476.1,147
2243,NP_415796.1,14
2244,NP_416677.1,0
2245,NP_417219.1,7
2246,YP_026286.1,0
2247,NP_418250.1,3
2248,NP_416010.1,7
2249,NP_414886.1,13
2250,NP_415108.1,91
2251,NP_415239.1,131
2252,YP_026258.1,7
2253,NP_417322.1,0
2254,NP_415049.1,0
2255,NP_416151.1,0
2256,NP_415842.2,9
2257,NP_415642.1,30
2258,NP_416428.1,132
2259,YP_026185.1,5
2260,NP_418755.4,0
2261,NP_418000.1,15
2262,NP_417999.1,49
2263,NP_417935.1,5
2264,NP_416963.1,5
2265,YP_026287.1,128
2266,NP_415770.1,4
2267,NP_416521.2,81
2268,NP_417228.1,28
2269,NP_414730.1,1
2270,NP_418331.1,1
2271,NP_415743.1,0
2272,NP_415745.1,0
2273,NP_416782.1,229
2274,NP_416780.1,10
2275,NP_416779.2,20
2276,NP_415910.1,0
2277,NP_414840.1,0
2278,NP_418193.1,286
2279,NP_414963.1,136
2280,YP_026191.1,0
2281,NP_417467.1,15
2282,YP_026205.1,30
2283,NP_417344.1,2
2284,NP_416018.1,6
2285,YP_026196.1,0
2286,NP_416105.4,0
2287,NP_416781.1,2
2288,NP_417797.1,3
2289,NP_415579.1,113
2290,NP_416084.1,7
2291,NP_416754.1,21
2292,NP_416327.1,10
2293,NP_415799.1,4074
2294,NP_416762.2,4
2295,NP_415874.1,166
2296,NP_417273.1,77
2297,NP_414855.1,1
2298,NP_414912.1,1
2299,NP_415323.1,75
2300,NP_415374.1,111
2301,NP_415695.1,22
2302,NP_415723.1,0
2303,NP_415771.1,10
2304,NP_416019.1,4
2305,NP_416190.1,74
2306,NP_416425.1,259
2307,NP_416897.2,12
2308,NP_416898.3,15
2309,NP_416927.1,56
2310,NP_417005.2,6
2311,NP_417050.1,10
2312,NP_417310.1,4
2313,NP_417599.1,8
2314,NP_417916.1,8
2315,YP_588471.1,0
2316,NP_418355.1,12
2317,NP_418447.1,192
2318,NP_418609.4,4
2319,NP_415525.2,17
2320,NP_415683.1,0
2321,NP_415690.5,0
2322,NP_416103.2,1
2323,NP_416324.2,7
2324,NP_417571.1,0
2325,NP_417674.1,12
2326,NP_418455.1,1
2327,NP_415160.1,45
2328,NP_417954.1,35
2329,NP_416852.1,4
2330,NP_415572.1,0
2331,NP_418236.1,27
2332,NP_417927.1,274
2333,NP_417803.1,21
2334,NP_418231.1,1
2335,,171
2336,NP_417278.4,3
2337,NP_417353.1,44
